(title "Circumferential Averages")
(labels "Radius" "Radial Velocity")

((xy/key/label "")
0.142018	0.000183008
0.14203	0.00507899
0.142063	0.03742
0.142074	0.0304981
0.142078	0.0435518
0.142142	0.134793
0.142152	0.134802
0.142153	0.134803
0.142161	0.13481
0.1422	0.163989
0.142264	0.209697
0.142265	0.209698
0.142268	0.209704
0.142268	0.209707
0.142272	0.2097
0.142276	0.209716
0.142283	0.209722
0.142444	0.360648
0.142455	0.379549
0.142457	0.379547
0.142458	0.379545
0.14246	0.379549
0.142463	0.379563
0.142466	0.37958
0.142467	0.379582
0.142467	0.379575
0.142468	0.379581
0.142474	0.379601
0.142622	0.431344
0.142736	0.4717
0.142738	0.471698
0.142739	0.471686
0.14274	0.471728
0.142741	0.471771
0.142741	0.471739
0.142742	0.471734
0.142743	0.471707
0.142744	0.471703
0.142747	0.471774
0.142749	0.47178
0.14275	0.471732
0.14275	0.471789
0.142755	0.471754
0.142756	0.471745
0.142891	0.563477
0.143115	0.719843
0.143124	0.719863
0.143126	0.719933
0.143127	0.719995
0.143128	0.719949
0.143128	0.720048
0.143128	0.720012
0.143129	0.720065
0.143129	0.72
0.14313	0.720013
0.143132	0.719975
0.143132	0.720025
0.143132	0.71989
0.143133	0.720076
0.143134	0.719986
0.143135	0.719958
0.143135	0.719992
0.143135	0.719937
0.143138	0.719947
0.143138	0.720094
0.143147	0.720161
0.143309	0.75064
0.143636	0.805419
0.143639	0.805331
0.14364	0.805521
0.14364	0.805272
0.14364	0.805617
0.143643	0.805316
0.143643	0.805505
0.143643	0.805199
0.143644	0.805365
0.143644	0.80534
0.143644	0.805506
0.143645	0.805516
0.143647	0.805204
0.143648	0.805146
0.143648	0.805426
0.14365	0.805607
0.14365	0.805586
0.143651	0.805363
0.143653	0.80551
0.143654	0.805446
0.143655	0.805428
0.143655	0.80526
0.143656	0.805681
0.143658	0.805307
0.143658	0.805283
0.143659	0.805351
0.14366	0.805213
0.143665	0.805184
0.1441	0.803744
0.144288	0.800943
0.14429	0.800731
0.14429	0.800293
0.144295	0.800942
0.144295	0.800425
0.144295	0.800917
0.144295	0.800415
0.144297	0.800506
0.144297	0.800693
0.144297	0.800553
0.144297	0.799806
0.144298	0.800455
0.1443	0.8003
0.1443	0.800899
0.1443	0.800822
0.144301	0.799954
0.144301	0.800841
0.144302	0.800612
0.144302	0.800074
0.144303	0.800234
0.144303	0.799839
0.144303	0.800887
0.144305	0.800803
0.144305	0.800583
0.144305	0.800055
0.144305	0.800713
0.144306	0.800008
0.144306	0.80006
0.144307	0.800087
0.144308	0.800132
0.144308	0.800321
0.144313	0.800431
0.144313	0.800457
0.144314	0.799867
0.144322	0.801189
0.145012	0.835994
0.145094	0.835474
0.145096	0.835946
0.145098	0.835863
0.145099	0.836277
0.1451	0.835833
0.145101	0.835591
0.145102	0.835387
0.145103	0.836414
0.145103	0.836608
0.145104	0.835909
0.145104	0.836766
0.145104	0.835935
0.145105	0.837026
0.145105	0.836267
0.145105	0.837004
0.145106	0.83619
0.145106	0.836309
0.145107	0.836025
0.145108	0.83569
0.145108	0.836682
0.145109	0.836478
0.145109	0.836636
0.14511	0.835571
0.145111	0.83729
0.145111	0.837339
0.145111	0.836206
0.145111	0.836842
0.145111	0.836264
0.145111	0.837182
0.145112	0.836997
0.145112	0.835463
0.145113	0.835826
0.145113	0.836922
0.145114	0.837238
0.145115	0.836654
0.145116	0.836842
0.145117	0.836615
0.145117	0.837052
0.145117	0.835706
0.145117	0.835419
0.145118	0.837094
0.145118	0.835923
0.1457	0.831948
0.146037	0.817479
0.146046	0.81744
0.146046	0.818317
0.14605	0.818039
0.14605	0.817265
0.146054	0.819517
0.146054	0.819639
0.146054	0.818397
0.146054	0.819583
0.146055	0.817717
0.146056	0.818225
0.146056	0.818133
0.146056	0.819387
0.146056	0.817753
0.146057	0.817463
0.146057	0.817951
0.146057	0.817255
0.146057	0.818357
0.146058	0.819399
0.146059	0.819305
0.146059	0.818874
0.14606	0.819236
0.14606	0.81904
0.14606	0.817547
0.14606	0.817354
0.14606	0.818666
0.14606	0.818078
0.146061	0.819788
0.146061	0.819946
0.146061	0.818148
0.146062	0.817635
0.146062	0.818869
0.146063	0.818451
0.146063	0.818638
0.146063	0.818211
0.146063	0.818766
0.146063	0.819065
0.146063	0.819626
0.146064	0.81904
0.146065	0.818601
0.146065	0.819015
0.146066	0.818878
0.146067	0.812718
0.146069	0.820015
0.146069	0.817974
0.14607	0.817354
0.146072	0.819641
0.146072	0.818706
0.146072	0.819797
0.146076	0.819648
0.147145	0.897038
0.147152	0.898578
0.147153	0.89647
0.147153	0.896462
0.147154	0.896637
0.147155	0.896772
0.147155	0.897767
0.147155	0.897578
0.147155	0.898945
0.147156	0.896447
0.147156	0.896761
0.147157	0.897006
0.147157	0.89875
0.147157	0.897383
0.147157	0.89872
0.147158	0.898168
0.147159	0.8968
0.14716	0.898311
0.14716	0.896545
0.147161	0.89712
0.147162	0.898491
0.147162	0.897302
0.147162	0.89836
0.147162	0.897979
0.147163	0.898417
0.147163	0.898057
0.147163	0.899062
0.147163	0.898648
0.147163	0.89756
0.147164	0.914563
0.147164	0.898238
0.147164	0.897876
0.147164	0.898234
0.147165	0.897903
0.147165	0.897409
0.147165	0.896933
0.147165	0.896564
0.147165	0.897963
0.147165	0.898524
0.147166	0.897895
0.147166	0.89736
0.147166	0.897848
0.147166	0.897637
0.147166	0.896436
0.147167	0.898117
0.147167	0.896312
0.147167	0.896495
0.147167	0.896983
0.147168	0.898941
0.14717	0.897726
0.147171	0.897071
0.147171	0.896708
0.147171	0.897275
0.147171	0.898799
0.147173	0.898876
0.147175	0.89863
0.147182	0.899219
0.147525	0.88624
0.148383	0.867889
0.14839	0.867613
0.148392	0.868332
0.148392	0.868941
0.148393	0.869858
0.148394	0.867634
0.148395	0.869828
0.148396	0.869058
0.148396	0.868037
0.148397	0.867493
0.148397	0.86866
0.148397	0.870283
0.148398	0.869915
0.148398	0.868328
0.148398	0.869721
0.148399	0.867701
0.1484	0.868552
0.1484	0.870442
0.1484	0.868778
0.148401	0.870212
0.148401	0.869406
0.148401	0.870215
0.148402	0.869761
0.148402	0.867883
0.148402	0.869261
0.148402	0.868955
0.148403	0.869253
0.148404	0.86859
0.148404	0.869527
0.148404	0.869453
0.148405	0.867614
0.148405	0.868532
0.148405	0.86824
0.148405	0.870244
0.148405	0.867694
0.148405	0.869258
0.148405	0.868589
0.148406	0.868086
0.148406	0.868639
0.148406	0.870061
0.148406	0.868438
0.148407	0.870235
0.148407	0.869018
0.148407	0.869034
0.148407	0.869769
0.148407	0.867787
0.148408	0.868398
0.148408	0.869946
0.148408	0.86942
0.148408	0.869466
0.148408	0.869776
0.148408	0.867383
0.148408	0.869581
0.148408	0.868896
0.148409	0.869591
0.148409	0.86813
0.148409	0.870442
0.14841	0.870131
0.14841	0.867925
0.148411	0.870523
0.148411	0.868739
0.148412	0.868476
0.148417	0.870544
0.148436	0.86126
0.149756	0.83903
0.149758	0.839559
0.14976	0.840081
0.14976	0.841507
0.149761	0.839249
0.149761	0.840399
0.149761	0.84152
0.149762	0.841668
0.149762	0.841397
0.149762	0.840407
0.149764	0.839002
0.149764	0.840993
0.149765	0.839628
0.149765	0.839961
0.149766	0.840529
0.149766	0.840395
0.149766	0.841674
0.149766	0.8403
0.149766	0.846477
0.149767	0.840641
0.149767	0.841267
0.149767	0.839915
0.149767	0.840981
0.149768	0.8408
0.149768	0.840262
0.149768	0.840232
0.149768	0.839409
0.149769	0.839379
0.14977	0.83932
0.14977	0.839265
0.14977	0.841046
0.149771	0.839928
0.149771	0.840964
0.149771	0.84125
0.149771	0.841096
0.149771	0.839746
0.149771	0.840402
0.149771	0.839095
0.149772	0.839564
0.149773	0.840808
0.149773	0.841325
0.149773	0.841834
0.149773	0.839039
0.149773	0.841519
0.149773	0.840706
0.149773	0.839638
0.149774	0.840298
0.149774	0.840751
0.149775	0.838962
0.149776	0.839272
0.149776	0.839966
0.149776	0.838833
0.149776	0.841064
0.149776	0.841263
0.149777	0.839753
0.149777	0.84004
0.149777	0.840037
0.149777	0.839541
0.149778	0.840169
0.149778	0.839562
0.149778	0.840234
0.149778	0.841515
