(title "Circumferential Averages")
(labels "Radius" "Turbulent Kinetic Energy (k)")

((xy/key/label "")
0.142018	0.714592
0.14203	2.35949
0.142063	17.5123
0.142074	14.2686
0.142078	17.9096
0.142142	23.806
0.142152	23.8078
0.142153	23.808
0.142161	23.8093
0.1422	23.9524
0.142264	24.1774
0.142265	24.1778
0.142268	24.1781
0.142268	24.1781
0.142272	24.1788
0.142276	24.1795
0.142283	24.1807
0.142444	23.1484
0.142455	23.0177
0.142457	23.0181
0.142458	23.0184
0.14246	23.0187
0.142463	23.0191
0.142466	23.0196
0.142467	23.0196
0.142467	23.0197
0.142468	23.0198
0.142474	23.0208
0.142622	19.6796
0.142736	17.067
0.142738	17.0671
0.142739	17.067
0.14274	17.0675
0.142741	17.0677
0.142741	17.0677
0.142742	17.0677
0.142743	17.068
0.142744	17.0678
0.142747	17.0685
0.142749	17.0686
0.14275	17.0687
0.14275	17.0689
0.142755	17.0692
0.142756	17.0692
0.142891	13.3852
0.143115	7.08639
0.143124	7.08663
0.143126	7.08726
0.143127	7.08774
0.143128	7.08749
0.143128	7.08801
0.143128	7.08786
0.143129	7.08834
0.143129	7.08786
0.14313	7.08795
0.143132	7.08761
0.143132	7.08811
0.143132	7.08719
0.143133	7.08855
0.143134	7.08784
0.143135	7.08746
0.143135	7.08796
0.143135	7.08743
0.143138	7.08741
0.143138	7.08861
0.143147	7.08943
0.143309	5.99799
0.143636	3.94338
0.143639	3.94319
0.14364	3.94351
0.14364	3.94321
0.14364	3.94363
0.143643	3.94315
0.143643	3.94343
0.143643	3.94345
0.143644	3.9435
0.143644	3.94352
0.143644	3.94368
0.143645	3.94369
0.143647	3.94338
0.143648	3.94344
0.143648	3.94381
0.14365	3.9437
0.14365	3.94379
0.143651	3.94367
0.143653	3.94376
0.143654	3.94381
0.143655	3.94369
0.143655	3.94368
0.143656	3.9439
0.143658	3.94377
0.143658	3.94374
0.143659	3.94383
0.14366	3.9438
0.143665	3.94394
0.1441	5.51705
0.144288	6.20845
0.14429	6.20926
0.14429	6.21048
0.144295	6.20885
0.144295	6.21048
0.144295	6.20891
0.144295	6.2105
0.144297	6.21029
0.144297	6.20978
0.144297	6.21036
0.144297	6.21252
0.144298	6.21041
0.1443	6.21105
0.1443	6.20932
0.1443	6.20969
0.144301	6.21226
0.144301	6.2094
0.144302	6.21034
0.144302	6.21206
0.144303	6.21152
0.144303	6.21289
0.144303	6.20952
0.144305	6.20981
0.144305	6.21062
0.144305	6.21228
0.144305	6.21024
0.144306	6.21238
0.144306	6.21228
0.144307	6.21213
0.144308	6.21238
