152	1
137.8764605	33.97177715039521	22.65693624972803
137.8725951279796	33.98746121811305	22.26261332070485
137.9411519289407	33.70813676723352	21.98955256296776
138.0283320367555	33.34931360491986	21.81794937554127
138.1159424631175	32.9846331851451	21.65925199603803
138.2022455207612	32.62119009603351	21.49704380578649
138.2871335280201	32.25942496387782	21.33039164195225
138.3710313553634	31.89760076127017	21.16336447224197
138.454154136047	31.5348367796625	20.99799509118497
138.5364021006187	31.17154269424346	20.83335508903263
138.6176653298321	30.8081702144093	20.66839613554051
138.6979267759399	30.44479331730057	20.50296193657213
138.7772131472306	30.08130689436865	20.33729374144823
138.8555378893652	29.71766145934862	20.17151905760499
138.9328906942557	29.35390644247263	20.00553016848092
139.0092593133863	28.99009943619278	19.83919685603314
139.0846373969447	28.62627591267533	19.67244997703167
139.1590230342933	28.26245375817859	19.50525481751828
139.232414050384	27.89865268144125	19.33757517271177
139.3048079532415	27.53489520426697	19.16936895143628
139.37620327034		27.17119857837849	19.00060464827525
139.4466108254865	26.80751418543734	18.83139644364441
139.5160490615198	26.44375251181889	18.6619590291044
139.5845308833998	26.07985208795531	18.49242793801601
139.6520508477043	25.71584497437837	18.32273943953589
139.718601002267	25.35177622146332	18.15280135929763
139.7841773515272	24.98767259149388	17.98256036374903
139.848778534571	24.62354858648742	17.81198852334722
139.9124022476912	24.25942468319666	17.64105137313547
139.9750452934921	23.89532786158097	17.46969403663437
140.0367041222091	23.53128755382072	17.29786028315172
140.0973762396433	23.16732961529608	17.12550120000799
140.1570596196517	22.80347867081898	16.95257247827175
140.2157524825414	22.43975859331037	16.77903037924269
140.2734533456278	22.07619280821562	16.60483259205837
140.3301601459602	21.71280947196393	16.42993034101353
140.3858682520193	21.34965896212694	16.25422516627527
140.4405719752144	20.98680060429406	16.07760423179652
140.4942779049684	20.62420866770507	15.90013106731766
140.5470076819285	20.26175312671385	15.72208556977695
140.5987786612426	19.89933157385335	15.54369131065899
140.6495903049282	19.53695830357204	15.36492569058582
140.6994384366177	19.17467161262173	15.18571123712334
140.748319147399	18.81251338156805	15.00597281915169
140.7962293275484	18.45052319233837	14.82563449046161
140.8431657880211	18.08874356127938	14.64461959211378
140.8891256746298	17.72721814017598	14.46284860156544
140.9341061836242	17.3659921979942	14.28023822279603
140.9781042921324	17.00511958648745	14.09669214872226
141.0211171271405	16.64465494458823	13.91211257076105
141.0631432268106	16.28464469459377	13.7264241412016
141.1041821947925	15.92512887913764	13.53956146973574
141.1442298659025	15.56619045253492	13.35137639879254
141.1832768119151	15.20797080462534	13.16162016417079
141.2213235243495	14.85051806393967	12.97022010321093
141.2583949300253	14.49364925547507	12.77754387996306
141.2945171408102	14.13716471665832	12.58397630121867
141.3297029093921	13.78096778204841	12.38970908916682
141.3639598200177	13.42500692519905	12.19484609068877
141.3972827311112	13.06936963014109	11.99922991013404
141.4296605279496	12.71420981469315	11.80259064419517
141.4610862952898	12.35965453777278	11.60470876339433
141.4915558209821	12.00581538797188	11.40540091749426
141.5210642649454	11.65282564334981	11.20445139113967
141.5496062245704	11.30083958832842	11.00161008693929
141.5771770030593	10.95002038951114	10.79662231105831
141.6037727208299	10.60054421880593	10.58922926489524
141.6293880484145	10.25263001190449	10.37910304434057
141.6540145418505	9.906571698799809	10.16581943520997
141.6776507408994	9.562594616082402	9.949085641136779
141.7003073303857	9.220792942073837	9.728834204576778
141.7220147356262	8.880917492838504	9.505524898196535
141.7428280083085	8.542281829734092	9.280255927460884
141.7627679049338	8.204727834808827	9.053291125456832
141.7818182043766	7.868675718299239	8.824031274682268
141.7999727259488	7.534437625867898	8.592064743238879
141.817233343865	7.202242013097236	8.35711628326672
141.8335985251738	6.872432617392459	8.118768189685023
141.8490658272883	6.545417490674669	7.876540265704239
141.8636358545735	6.221641230623263	7.629949158380694
141.87730993171	5.901605788705551	7.378470758474926
141.890088790507	5.585927516584172	7.121502167695892
141.9019702586316	5.275494127597044	6.858182780798657
141.9129624062713	4.971040480565121	6.587933308013506
141.9231290179307	4.671762239746918	6.311926308868808
141.9325198432283	4.377190038372278	6.030877073780403
141.9411511205777	4.087741827290526	5.744530342564397
141.9490453414967	3.803750974036073	5.452748941699901
141.9562272205172	3.52555744076228	5.155419245536235
141.9627216059958	3.253564045431092	4.852393254121336
141.9685548888145	2.988213512013373	4.54351996287406
141.9737557211214	2.729960011590527	4.228679944394662
141.9783549725657	2.479257651230068	3.907784160228231
141.9823848400637	2.236601189507608	3.580758560890812
141.9858781978948	2.002595923722392	3.24748110672806
141.9888730289354	1.777617925092382	2.908039750071325
141.9914102586414	1.561861322728715	2.562661656068677
141.9935306698559	1.355451635554669	2.211613340502886
141.9952749691323	1.158402945115028	1.855224074599611
141.9966821190647	0.970710810623298	1.493817542857853
141.9977899346513	0.7922577992312506	1.127759168929651
141.9986348057765	0.6226663802344646	0.7575090524545612
141.9992481368951	0.4620875430843759	0.3832641808139802
141.999658252919	0.311525031812164	0.004880412330945086
141.999896086163	0.1717570593035284	-0.3776218605454182
141.9999935546865	0.04268615852260897	-0.7638650841552978
141.9999797989083	-0.07573810263849208	-1.153504919167704
141.9998813008327	-0.1836236191558609	-1.546194622360766
141.9997216777273	-0.2811464551706334	-1.941585827715868
141.9995217549991	-0.3685594336014481	-2.339334937240348
141.9993004505573	-0.4457150873375774	-2.739198243786666
