629	1
141.46189	-12.350482	6.092643
141.46805	-12.279713	6.092643
141.47417	-12.208942	6.092643
141.48026	-12.138167	6.092643
141.48632	-12.06739	6.092643
141.49234	-11.996609	6.092643
141.49832	-11.925826	6.092643
141.50427	-11.855039	6.092643
141.51018	-11.78425	6.092643
141.51606	-11.713457	6.092643
141.5219	-11.642662	6.092643
141.52771	-11.571864	6.092643
141.53348	-11.501062	6.092643
141.53921	-11.430258	6.092643
141.54492	-11.359451	6.092643
141.55058	-11.288642	6.092643
141.55621	-11.217829	6.092643
141.5618	-11.147014	6.092643
141.56736	-11.076195	6.092643
141.57289	-11.005374	6.092643
141.57837	-10.934551	6.092643
141.58382	-10.863724	6.092643
141.58924	-10.792895	6.092643
141.59462	-10.722063	6.092643
141.59997	-10.651229	6.092643
141.60528	-10.580391	6.092643
141.61056	-10.509552	6.092643
141.61579	-10.438709	6.092643
141.621	-10.367864	6.092643
141.62617	-10.297016	6.092643
141.6313	-10.226166	6.092643
141.6364	-10.155313	6.092643
141.64146	-10.084458	6.092643
141.64649	-10.0136	6.092643
141.65148	-9.942739	6.092643
141.65644	-9.871876	6.092643
141.66136	-9.801011	6.092643
141.66624	-9.730143	6.092643
141.67109	-9.659273	6.092643
141.67591	-9.5884	6.092643
141.68069	-9.517525	6.092643
141.68543	-9.446648	6.092643
141.69014	-9.375768	6.092643
141.69481	-9.304886	6.092643
141.69945	-9.234001	6.092643
141.70405	-9.163114	6.092643
141.70862	-9.092225	6.092643
141.71314	-9.021334	6.092643
141.71764	-8.95044	6.092643
141.7221	-8.879544	6.092643
141.72653	-8.808646	6.092643
141.73091	-8.737746	6.092643
141.73527	-8.666844	6.092643
141.73959	-8.595939	6.092643
141.74387	-8.525032	6.092643
141.74811	-8.454123	6.092643
141.75233	-8.383212	6.092643
141.7565	-8.312299	6.092643
141.76064	-8.241384	6.092643
141.76475	-8.170466	6.092643
141.76882	-8.099547	6.092643
141.77285	-8.028626	6.092643
141.77685	-7.957702	6.092643
141.78081	-7.886777	6.092643
141.78474	-7.81585	6.092643
141.78863	-7.74492	6.092643
141.79249	-7.673989	6.092643
141.79631	-7.603056	6.092643
141.8001	-7.532121	6.092643
141.80385	-7.461184	6.092643
141.80756	-7.390245	6.092643
141.81124	-7.319304	6.092643
141.81488	-7.248362	6.092643
141.81849	-7.177418	6.092643
141.82207	-7.106471	6.092643
141.8256	-7.035524	6.092643
141.8291	-6.964574	6.092643
141.83257	-6.893623	6.092643
141.836	-6.822669	6.092643
141.8394	-6.751715	6.092643
141.84276	-6.680758	6.092643
141.84608	-6.6098	6.092643
141.84937	-6.53884	6.092643
141.85262	-6.467879	6.092643
141.85584	-6.396916	6.092643
141.85902	-6.325951	6.092643
141.86217	-6.254985	6.092643
141.86528	-6.184017	6.092643
141.86836	-6.113047	6.092643
141.8714	-6.042076	6.092643
141.8744	-5.971104	6.092643
141.87737	-5.90013	6.092643
141.8803	-5.829155	6.092643
141.8832	-5.758178	6.092643
141.88607	-5.687199	6.092643
141.88889	-5.61622	6.092643
141.89168	-5.545239	6.092643
141.89444	-5.474256	6.092643
141.89716	-5.403272	6.092643
141.89985	-5.332287	6.092643
141.9025	-5.2613	6.092643
141.90511	-5.190313	6.092643
141.90769	-5.119323	6.092643
141.91023	-5.048333	6.092643
141.91274	-4.977341	6.092643
141.91521	-4.906348	6.092643
141.91765	-4.835354	6.092643
141.92005	-4.764359	6.092643
141.92242	-4.693362	6.092643
141.92475	-4.622364	6.092643
141.92704	-4.551365	6.092643
141.9293	-4.480365	6.092643
141.93152	-4.409364	6.092643
141.93371	-4.338362	6.092643
141.93587	-4.267358	6.092643
141.93798	-4.196354	6.092643
141.94006	-4.125348	6.092643
141.94211	-4.054342	6.092643
141.94412	-3.983334	6.092643
141.94609	-3.912326	6.092643
141.94803	-3.841316	6.092643
141.94994	-3.770306	6.092643
141.95181	-3.699294	6.092643
141.95364	-3.628282	6.092643
141.95544	-3.557268	6.092643
141.9572	-3.486254	6.092643
141.95892	-3.415239	6.092643
141.96061	-3.344223	6.092643
141.96227	-3.273207	6.092643
141.96389	-3.202189	6.092643
141.96547	-3.131171	6.092643
141.96702	-3.060152	6.092643
141.96854	-2.989132	6.092643
141.97001	-2.918111	6.092643
141.97145	-2.84709	6.092643
141.97286	-2.776068	6.092643
141.97423	-2.705045	6.092643
141.97557	-2.634021	6.092643
141.97687	-2.562997	6.092643
141.97813	-2.491973	6.092643
141.97936	-2.420947	6.092643
141.98056	-2.349921	6.092643
141.98171	-2.278895	6.092643
141.98283	-2.207867	6.092643
141.98392	-2.13684	6.092643
141.98497	-2.065812	6.092643
141.98599	-1.994783	6.092643
141.98697	-1.923754	6.092643
141.98791	-1.852724	6.092643
141.98882	-1.781694	6.092643
141.9897	-1.710663	6.092643
141.99053	-1.639632	6.092643
141.99134	-1.5686	6.092643
141.9921	-1.497569	6.092643
141.99283	-1.426536	6.092643
141.99353	-1.355504	6.092643
141.99419	-1.284471	6.092643
141.99481	-1.213437	6.092643
141.99541	-1.142404	6.092643
141.99596	-1.07137	6.092643
141.99648	-1.000336	6.092643
141.99696	-0.929302	6.092643
141.99741	-0.858267	6.092643
141.99782	-0.787232	6.092643
141.99819	-0.716197	6.092643
141.99853	-0.645162	6.092643
141.99884	-0.574127	6.092643
141.99911	-0.503091	6.092643
141.99934	-0.432055	6.092643
141.99954	-0.36102	6.092643
141.9997	-0.289984	6.092643
141.99983	-0.218948	6.092643
141.99992	-0.147912	6.092643
141.99998	-0.076876	6.092643
142	-0.00584	6.092643
141.99999	0.065196	6.092643
141.99993	0.136232	6.092643
141.99985	0.207268	6.092643
141.99973	0.278304	6.092643
141.99957	0.34934	6.092643
141.99938	0.420375	6.092643
141.99915	0.491411	6.092643
141.99889	0.562447	6.092643
141.99859	0.633482	6.092643
141.99825	0.704517	6.092643
141.99788	0.775552	6.092643
141.99748	0.846587	6.092643
141.99704	0.917622	6.092643
141.99656	0.988656	6.092643
141.99605	1.05969	6.092643
141.9955	1.130724	6.092643
141.99491	1.201758	6.092643
141.9943	1.272791	6.092643
141.99364	1.343824	6.092643
141.99295	1.414857	6.092643
141.99223	1.485889	6.092643
141.99147	1.556921	6.092643
141.99067	1.627953	6.092643
141.98984	1.698984	6.092643
141.98897	1.770014	6.092643
141.98807	1.841045	6.092643
141.98713	1.912075	6.092643
141.98615	1.983104	6.092643
141.98514	2.054133	6.092643
141.9841	2.125161	6.092643
141.98302	2.196189	6.092643
141.9819	2.267216	6.092643
141.98075	2.338243	6.092643
141.97956	2.409269	6.092643
141.97834	2.480294	6.092643
141.97708	2.551319	6.092643
141.97578	2.622343	6.092643
141.97446	2.693367	6.092643
141.97309	2.76439	6.092643
141.97169	2.835412	6.092643
141.97025	2.906433	6.092643
141.96878	2.977454	6.092643
141.96727	3.048474	6.092643
141.96573	3.119494	6.092643
141.96415	3.190512	6.092643
141.96254	3.26153	6.092643
141.96089	3.332547	6.092643
141.9592	3.403563	6.092643
141.95748	3.474578	6.092643
141.95573	3.545592	6.092643
141.95394	3.616605	6.092643
141.95211	3.687618	6.092643
141.95025	3.75863	6.092643
141.94835	3.82964	6.092643
141.94642	3.90065	6.092643
141.94445	3.971659	6.092643
141.94244	4.042666	6.092643
141.9404	4.113673	6.092643
141.93833	4.184679	6.092643
141.93622	4.255683	6.092643
141.93407	4.326687	6.092643
141.93189	4.397689	6.092643
141.92967	4.468691	6.092643
141.92741	4.539691	6.092643
141.92513	4.61069	6.092643
141.9228	4.681688	6.092643
141.92044	4.752685	6.092643
141.91805	4.823681	6.092643
141.91562	4.894675	6.092643
141.91315	4.965668	6.092643
141.91065	5.03666	6.092643
141.90811	5.107651	6.092643
141.90554	5.17864	6.092643
141.90293	5.249628	6.092643
141.90029	5.320615	6.092643
141.89761	5.391601	6.092643
141.89489	5.462585	6.092643
141.89214	5.533567	6.092643
141.88935	5.604549	6.092643
141.88653	5.675529	6.092643
141.88368	5.746507	6.092643
141.88078	5.817484	6.092643
141.87786	5.88846	6.092643
141.87489	5.959434	6.092643
141.87189	6.030407	6.092643
141.86886	6.101378	6.092643
141.86579	6.172348	6.092643
141.86268	6.243316	6.092643
141.85954	6.314282	6.092643
141.85637	6.385247	6.092643
141.85315	6.456211	6.092643
141.84991	6.527172	6.092643
141.84662	6.598132	6.092643
141.8433	6.669091	6.092643
141.83995	6.740048	6.092643
141.83656	6.811003	6.092643
141.83314	6.881956	6.092643
141.82968	6.952908	6.092643
141.82618	7.023858	6.092643
141.82265	7.094806	6.092643
141.81908	7.165752	6.092643
141.81548	7.236697	6.092643
141.81184	7.30764	6.092643
141.80817	7.378581	6.092643
141.80446	7.44952	6.092643
141.80071	7.520457	6.092643
141.79693	7.591393	6.092643
141.79312	7.662326	6.092643
141.78927	7.733258	6.092643
141.78538	7.804187	6.092643
141.78146	7.875115	6.092643
141.7775	7.946041	6.092643
141.77351	8.016964	6.092643
141.76948	8.087886	6.092643
141.76542	8.158806	6.092643
141.76132	8.229723	6.092643
141.75718	8.300639	6.092643
141.75301	8.371552	6.092643
141.74881	8.442464	6.092643
141.74457	8.513373	6.092643
141.74029	8.58428	6.092643
141.73598	8.655185	6.092643
141.73163	8.726088	6.092643
141.72725	8.796989	6.092643
141.72283	8.867887	6.092643
141.71838	8.938783	6.092643
141.71389	9.009677	6.092643
141.70936	9.080569	6.092643
141.7048	9.151459	6.092643
141.70021	9.222346	6.092643
141.69557	9.293231	6.092643
141.69091	9.364113	6.092643
141.68621	9.434994	6.092643
141.68147	9.505871	6.092643
141.67669	9.576747	6.092643
141.67189	9.64762	6.092643
141.66704	9.718491	6.092643
141.66216	9.789359	6.092643
141.65725	9.860225	6.092643
141.6523	9.931088	6.092643
141.64731	10.001949	6.092643
141.64229	10.072807	6.092643
141.63723	10.143663	6.092643
141.63214	10.214516	6.092643
141.62701	10.285367	6.092643
141.62185	10.356215	6.092643
141.61665	10.427061	6.092643
141.61142	10.497903	6.092643
141.60615	10.568744	6.092643
141.60084	10.639581	6.092643
141.59551	10.710416	6.092643
141.59013	10.781249	6.092643
141.58472	10.852078	6.092643
141.57927	10.922905	6.092643
141.57379	10.993729	6.092643
141.56827	11.064551	6.092643
141.56272	11.13537	6.092643
141.55713	11.206185	6.092643
141.55151	11.276998	6.092643
141.54585	11.347809	6.092643
141.54015	11.418616	6.092643
141.53442	11.489421	6.092643
141.52866	11.560222	6.092643
141.52286	11.631021	6.092643
141.51702	11.701817	6.092643
141.51115	11.77261	6.092643
141.50524	11.8434	6.092643
141.4993	11.914187	6.092643
141.49332	11.984971	6.092643
141.48731	12.055752	6.092643
141.48126	12.12653	6.092643
141.47518	12.197305	6.092643
141.46906	12.268077	6.092643
141.4629	12.338846	6.092643
141.45671	12.409612	6.092643
141.45049	12.480374	6.092643
141.44423	12.551134	6.092643
141.43793	12.62189	6.092643
141.4316	12.692643	6.092643
141.42523	12.763394	6.092643
141.41883	12.83414	6.092643
141.41239	12.904884	6.092643
141.40592	12.975625	6.092643
141.39941	13.046362	6.092643
141.39286	13.117096	6.092643
141.38628	13.187826	6.092643
141.37967	13.258554	6.092643
141.37302	13.329278	6.092643
141.36633	13.399998	6.092643
141.35961	13.470716	6.092643
141.35286	13.54143	6.092643
141.34606	13.61214	6.092643
141.33924	13.682847	6.092643
141.33237	13.753551	6.092643
141.32548	13.824251	6.092643
141.31854	13.894948	6.092643
141.31157	13.965642	6.092643
141.30457	14.036332	6.092643
141.29753	14.107018	6.092643
141.29046	14.177701	6.092643
141.28334	14.24838	6.092643
141.2762	14.319056	6.092643
141.26902	14.389728	6.092643
141.2618	14.460396	6.092643
141.25455	14.531061	6.092643
141.24726	14.601723	6.092643
141.23994	14.67238	6.092643
141.23259	14.743034	6.092643
141.22519	14.813684	6.092643
141.21776	14.884331	6.092643
141.2103	14.954974	6.092643
141.2028	15.025613	6.092643
141.19527	15.096248	6.092643
141.1877	15.16688	6.092643
141.18009	15.237508	6.092643
141.17245	15.308132	6.092643
141.16478	15.378752	6.092643
141.15706	15.449368	6.092643
141.14932	15.51998	6.092643
141.14154	15.590589	6.092643
141.13372	15.661193	6.092643
141.12587	15.731794	6.092643
141.11798	15.802391	6.092643
141.11006	15.872984	6.092643
141.1021	15.943572	6.092643
141.09411	16.014157	6.092643
141.08608	16.084738	6.092643
141.07801	16.155315	6.092643
141.06991	16.225888	6.092643
141.06178	16.296456	6.092643
141.05361	16.367021	6.092643
141.0454	16.437582	6.092643
141.03716	16.508138	6.092643
141.02889	16.57869	6.092643
141.02058	16.649238	6.092643
141.01223	16.719782	6.092643
141.00385	16.790322	6.092643
140.99543	16.860858	6.092643
140.98698	16.931389	6.092643
140.97849	17.001916	6.092643
140.96997	17.072439	6.092643
140.96141	17.142958	6.092643
140.95282	17.213472	6.092643
140.94419	17.283982	6.092643
140.93552	17.354488	6.092643
140.92682	17.424989	6.092643
140.91809	17.495486	6.092643
140.90932	17.565979	6.092643
140.90052	17.636467	6.092643
140.89167	17.70695	6.092643
140.8828	17.77743	6.092643
140.87389	17.847905	6.092643
140.86494	17.918375	6.092643
140.85596	17.988841	6.092643
140.84694	18.059303	6.092643
140.83789	18.129759	6.092643
140.8288	18.200212	6.092643
140.81968	18.27066	6.092643
140.81053	18.341103	6.092643
140.80133	18.411542	6.092643
140.7921	18.481976	6.092643
140.78284	18.552405	6.092643
140.77354	18.62283	6.092643
140.76421	18.69325	6.092643
140.75484	18.763666	6.092643
140.74543	18.834076	6.092643
140.736	18.904482	6.092643
140.72652	18.974884	6.092643
140.71701	19.04528	6.092643
140.70747	19.115672	6.092643
140.69789	19.186059	6.092643
140.68827	19.256441	6.092643
140.67862	19.326819	6.092643
140.66893	19.397191	6.092643
140.65921	19.467559	6.092643
140.64946	19.537922	6.092643
140.63967	19.60828	6.092643
140.62984	19.678633	6.092643
140.61998	19.748981	6.092643
140.61008	19.819324	6.092643
140.60015	19.889662	6.092643
140.59018	19.959996	6.092643
140.58018	20.030324	6.092643
140.57014	20.100647	6.092643
140.56007	20.170965	6.092643
140.54996	20.241278	6.092643
140.53981	20.311587	6.092643
140.52964	20.38189	6.092643
140.51942	20.452187	6.092643
140.50917	20.52248	6.092643
140.49889	20.592768	6.092643
140.48857	20.66305	6.092643
140.47822	20.733328	6.092643
140.46783	20.8036	6.092643
140.4574	20.873867	6.092643
140.44694	20.944128	6.092643
140.43645	21.014385	6.092643
140.42592	21.084636	6.092643
140.41535	21.154882	6.092643
140.40475	21.225123	6.092643
140.39412	21.295358	6.092643
140.38344	21.365588	6.092643
140.37274	21.435813	6.092643
